Fr[0][0] = 0.007813 ,Fi[0][0] = 0.007813
Fr[8][28] = 0.000000 ,Fi[8][28] = 0.000000
Fr[8][29] = 0.000000 ,Fi[8][29] = 0.000000
Fr[8][30] = 0.000000 ,Fi[8][30] = 0.000000
Fr[8][31] = 0.000000 ,Fi[8][31] = 0.000000
Fr[9][0] = -0.227585 ,Fi[9][0] = -0.022415
Fr[9][1] = 0.000000 ,Fi[9][1] = 0.000000
Fr[9][2] = 0.000000 ,Fi[9][2] = 0.000000
Fr[9][3] = 0.000000 ,Fi[9][3] = 0.000000
Fr[9][4] = 0.000000 ,Fi[9][4] = 0.000000
Fr[9][5] = 0.000000 ,Fi[9][5] = 0.000000
Fr[9][6] = 0.000000 ,Fi[9][6] = 0.000000
Fr[9][7] = 0.000000 ,Fi[9][7] = 0.000000
Fr[9][8] = 0.000000 ,Fi[9][8] = 0.000000
Fr[9][9] = 0.000000 ,Fi[9][9] = 0.000000
Fr[9][10] = 0.000000 ,Fi[9][10] = 0.000000
Fr[9][11] = 0.000000 ,Fi[9][11] = 0.000000
Fr[9][12] = 0.000000 ,Fi[9][12] = 0.000000
Fr[9][13] = 0.000000 ,Fi[9][13] = 0.000000
Fr[9][14] = 0.000000 ,Fi[9][14] = 0.000000
Fr[9][15] = 0.000000 ,Fi[9][15] = 0.000000
Fr[9][16] = 0.000000 ,Fi[9][16] = 0.000000
Fr[9][17] = 0.000000 ,Fi[9][17] = 0.000000
Fr[9][18] = 0.000000 ,Fi[9][18] = 0.000000
Fr[9][19] = 0.000000 ,Fi[9][19] = 0.000000
Fr[9][20] = 0.000000 ,Fi[9][20] = 0.000000
Fr[9][21] = 0.000000 ,Fi[9][21] = 0.000000
Fr[9][22] = 0.000000 ,Fi[9][22] = 0.000000
Fr[9][23] = 0.000000 ,Fi[9][23] = 0.000000
Fr[9][24] = 0.000000 ,Fi[9][24] = 0.000000
Fr[9][25] = 0.000000 ,Fi[9][25] = 0.000000
Fr[9][26] = 0.000000 ,Fi[9][26] = 0.000000
Fr[9][27] = 0.000000 ,Fi[9][27] = 0.000000
Fr[9][28] = 0.000000 ,Fi[9][28] = 0.000000
Fr[9][29] = 0.000000 ,Fi[9][29] = 0.000000
Fr[9][30] = 0.000000 ,Fi[9][30] = 0.000000
Fr[9][31] = 0.000000 ,Fi[9][31] = 0.000000
Fr[10][0] = -0.834089 ,Fi[10][0] = -0.165911
Fr[10][1] = 0.000000 ,Fi[10][1] = 0.000000
Fr[10][2] = 0.000000 ,Fi[10][2] = 0.000000
Fr[10][3] = 0.000000 ,Fi[10][3] = 0.000000
Fr[10][4] = 0.000000 ,Fi[10][4] = 0.000000
Fr[10][5] = 0.000000 ,Fi[10][5] = 0.000000
Fr[10][6] = 0.000000 ,Fi[10][6] = 0.000000
Fr[10][7] = 0.000000 ,Fi[10][7] = 0.000000
Fr[10][8] = 0.000000 ,Fi[10][8] = 0.000000
Fr[10][9] = 0.000000 ,Fi[10][9] = 0.000000
Fr[10][10] = 0.000000 ,Fi[10][10] = 0.000000
Fr[10][11] = 0.000000 ,Fi[10][11] = 0.000000
Fr[10][12] = 0.000000 ,Fi[10][12] = 0.000000
Fr[10][13] = 0.000000 ,Fi[10][13] = 0.000000
Fr[10][14] = 0.000000 ,Fi[10][14] = 0.000000
Fr[10][15] = 0.000000 ,Fi[10][15] = 0.000000
Fr[10][16] = 0.000000 ,Fi[10][16] = 0.000000
Fr[10][17] = 0.000000 ,Fi[10][17] = 0.000000
Fr[10][18] = 0.000000 ,Fi[10][18] = 0.000000
Fr[10][19] = 0.000000 ,Fi[10][19] = 0.000000
Fr[10][20] = 0.000000 ,Fi[10][20] = 0.000000
Fr[10][21] = 0.000000 ,Fi[10][21] = 0.000000
Fr[10][22] = 0.000000 ,Fi[10][22] = 0.000000
Fr[10][23] = 0.000000 ,Fi[10][23] = 0.000000
Fr[10][24] = 0.000000 ,Fi[10][24] = 0.000000
Fr[10][25] = 0.000000 ,Fi[10][25] = 0.000000
Fr[10][26] = 0.000000 ,Fi[10][26] = 0.000000
Fr[10][27] = 0.000000 ,Fi[10][27] = 0.000000
Fr[10][28] = 0.000000 ,Fi[10][28] = 0.000000
Fr[10][29] = 0.000000 ,Fi[10][29] = 0.000000
Fr[10][30] = 0.000000 ,Fi[10][30] = 0.000000
Fr[10][31] = 0.000000 ,Fi[10][31] = 0.000000
Fr[11][0] = -0.191814 ,Fi[11][0] = -0.058186
Fr[11][1] = 0.000000 ,Fi[11][1] = 0.000000
Fr[11][2] = 0.000000 ,Fi[11][2] = 0.000000
Fr[11][3] = 0.000000 ,Fi[11][3] = 0.000000
Fr[11][4] = 0.000000 ,Fi[11][4] = 0.000000
Fr[11][5] = 0.000000 ,Fi[11][5] = 0.000000
Fr[11][6] = 0.000000 ,Fi[11][6] = 0.000000
Fr[11][7] = 0.000000 ,Fi[11][7] = 0.000000
Fr[11][8] = 0.000000 ,Fi[11][8] = 0.000000
Fr[11][9] = 0.000000 ,Fi[11][9] = 0.000000
Fr[11][10] = 0.000000 ,Fi[11][10] = 0.000000
Fr[11][11] = 0.000000 ,Fi[11][11] = 0.000000
Fr[11][12] = 0.000000 ,Fi[11][12] = 0.000000
Fr[11][13] = 0.000000 ,Fi[11][13] = 0.000000
Fr[11][14] = 0.000000 ,Fi[11][14] = 0.000000
Fr[11][15] = 0.000000 ,Fi[11][15] = 0.000000
Fr[11][16] = 0.000000 ,Fi[11][16] = 0.000000
Fr[11][17] = 0.000000 ,Fi[11][17] = 0.000000
Fr[11][18] = 0.000000 ,Fi[11][18] = 0.000000
Fr[11][19] = 0.000000 ,Fi[11][19] = 0.000000
Fr[11][20] = 0.000000 ,Fi[11][20] = 0.000000
Fr[11][21] = 0.000000 ,Fi[11][21] = 0.000000
Fr[11][22] = 0.000000 ,Fi[11][22] = 0.000000
Fr[11][23] = 0.000000 ,Fi[11][23] = 0.000000
Fr[11][24] = 0.000000 ,Fi[11][24] = 0.000000
Fr[11][25] = 0.000000 ,Fi[11][25] = 0.000000
Fr[11][26] = 0.000000 ,Fi[11][26] = 0.000000
Fr[11][27] = 0.000000 ,Fi[11][27] = 0.000000
Fr[11][28] = 0.000000 ,Fi[11][28] = 0.000000
Fr[11][29] = 0.000000 ,Fi[11][29] = 0.000000
Fr[11][30] = 0.000000 ,Fi[11][30] = 0.000000
Fr[11][31] = 0.000000 ,Fi[11][31] = 0.000000
Fr[12][0] = -2.828427 ,Fi[12][0] = -1.171573
Fr[12][1] = 0.000000 ,Fi[12][1] = 0.000000
Fr[12][2] = 0.000000 ,Fi[12][2] = 0.000000
Fr[12][3] = 0.000000 ,Fi[12][3] = 0.000000
Fr[12][4] = 0.000000 ,Fi[12][4] = 0.000000
Fr[12][5] = 0.000000 ,Fi[12][5] = 0.000000
Fr[12][6] = 0.000000 ,Fi[12][6] = 0.000000
Fr[12][7] = 0.000000 ,Fi[12][7] = 0.000000
Fr[12][8] = 0.000000 ,Fi[12][8] = 0.000000
Fr[12][9] = 0.000000 ,Fi[12][9] = 0.000000
Fr[12][10] = 0.000000 ,Fi[12][10] = 0.000000
Fr[12][11] = 0.000000 ,Fi[12][11] = 0.000000
Fr[12][12] = 0.000000 ,Fi[12][12] = 0.000000
Fr[12][13] = 0.000000 ,Fi[12][13] = 0.000000
Fr[12][14] = 0.000000 ,Fi[12][14] = 0.000000
Fr[12][15] = 0.000000 ,Fi[12][15] = 0.000000
Fr[12][16] = 0.000000 ,Fi[12][16] = 0.000000
Fr[12][17] = 0.000000 ,Fi[12][17] = 0.000000
Fr[12][18] = 0.000000 ,Fi[12][18] = 0.000000
Fr[12][19] = 0.000000 ,Fi[12][19] = 0.000000
Fr[12][20] = 0.000000 ,Fi[12][20] = 0.000000
Fr[12][21] = 0.000000 ,Fi[12][21] = 0.000000
Fr[12][22] = 0.000000 ,Fi[12][22] = 0.000000
Fr[12][23] = 0.000000 ,Fi[12][23] = 0.000000
Fr[12][24] = 0.000000 ,Fi[12][24] = 0.000000
Fr[12][25] = 0.000000 ,Fi[12][25] = 0.000000
Fr[12][26] = 0.000000 ,Fi[12][26] = 0.000000
Fr[12][27] = 0.000000 ,Fi[12][27] = 0.000000
Fr[12][28] = 0.000000 ,Fi[12][28] = 0.000000
Fr[12][29] = 0.000000 ,Fi[12][29] = 0.000000
Fr[12][30] = 0.000000 ,Fi[12][30] = 0.000000
Fr[12][31] = 0.000000 ,Fi[12][31] = 0.000000
Fr[13][0] = -0.162918 ,Fi[13][0] = -0.087082
Fr[13][1] = 0.000000 ,Fi[13][1] = 0.000000
Fr[13][2] = 0.000000 ,Fi[13][2] = 0.000000
Fr[13][3] = 0.000000 ,Fi[13][3] = 0.000000
Fr[13][4] = 0.000000 ,Fi[13][4] = 0.000000
Fr[13][5] = 0.000000 ,Fi[13][5] = 0.000000
Fr[13][6] = 0.000000 ,Fi[13][6] = 0.000000
Fr[13][7] = 0.000000 ,Fi[13][7] = 0.000000
Fr[13][8] = 0.000000 ,Fi[13][8] = 0.000000
Fr[13][9] = 0.000000 ,Fi[13][9] = 0.000000
Fr[13][10] = 0.000000 ,Fi[13][10] = 0.000000
Fr[13][11] = 0.000000 ,Fi[13][11] = 0.000000
Fr[13][12] = 0.000000 ,Fi[13][12] = 0.000000
Fr[13][13] = 0.000000 ,Fi[13][13] = 0.000000
Fr[13][14] = 0.000000 ,Fi[13][14] = 0.000000
Fr[13][15] = 0.000000 ,Fi[13][15] = 0.000000
Fr[13][16] = 0.000000 ,Fi[13][16] = 0.000000
Fr[13][17] = 0.000000 ,Fi[13][17] = 0.000000
Fr[13][18] = 0.000000 ,Fi[13][18] = 0.000000
Fr[13][19] = 0.000000 ,Fi[13][19] = 0.000000
Fr[13][20] = 0.000000 ,Fi[13][20] = 0.000000
Fr[13][21] = 0.000000 ,Fi[13][21] = 0.000000
Fr[13][22] = 0.000000 ,Fi[13][22] = 0.000000
Fr[13][23] = 0.000000 ,Fi[13][23] = 0.000000
Fr[13][24] = 0.000000 ,Fi[13][24] = 0.000000
Fr[13][25] = 0.000000 ,Fi[13][25] = 0.000000
Fr[13][26] = 0.000000 ,Fi[13][26] = 0.000000
Fr[13][27] = 0.000000 ,Fi[13][27] = 0.000000
Fr[13][28] = 0.000000 ,Fi[13][28] = 0.000000
Fr[13][29] = 0.000000 ,Fi[13][29] = 0.000000
Fr[13][30] = 0.000000 ,Fi[13][30] = 0.000000
Fr[13][31] = 0.000000 ,Fi[13][31] = 0.000000
Fr[14][0] = -0.599456 ,Fi[14][0] = -0.400544
Fr[14][1] = 0.000000 ,Fi[14][1] = 0.000000
Fr[14][2] = 0.000000 ,Fi[14][2] = 0.000000
Fr[14][3] = 0.000000 ,Fi[14][3] = 0.000000
Fr[14][4] = 0.000000 ,Fi[14][4] = 0.000000
Fr[14][5] = 0.000000 ,Fi[14][5] = 0.000000
Fr[14][6] = 0.000000 ,Fi[14][6] = 0.000000
Fr[14][7] = 0.000000 ,Fi[14][7] = 0.000000
Fr[14][8] = 0.000000 ,Fi[14][8] = 0.000000
Fr[14][9] = 0.000000 ,Fi[14][9] = 0.000000
Fr[14][10] = 0.000000 ,Fi[14][10] = 0.000000
Fr[14][11] = 0.000000 ,Fi[14][11] = 0.000000
Fr[14][12] = 0.000000 ,Fi[14][12] = 0.000000
Fr[14][13] = 0.000000 ,Fi[14][13] = 0.000000
Fr[14][14] = 0.000000 ,Fi[14][14] = 0.000000
Fr[14][15] = 0.000000 ,Fi[14][15] = 0.000000
Fr[14][16] = 0.000000 ,Fi[14][16] = 0.000000
Fr[14][17] = 0.000000 ,Fi[14][17] = 0.000000
Fr[14][18] = 0.000000 ,Fi[14][18] = 0.000000
Fr[14][19] = 0.000000 ,Fi[14][19] = 0.000000
Fr[14][20] = 0.000000 ,Fi[14][20] = 0.000000
Fr[14][21] = 0.000000 ,Fi[14][21] = 0.000000
Fr[14][22] = 0.000000 ,Fi[14][22] = 0.000000
Fr[14][23] = 0.000000 ,Fi[14][23] = 0.000000
Fr[14][24] = 0.000000 ,Fi[14][24] = 0.000000
Fr[14][25] = 0.000000 ,Fi[14][25] = 0.000000
Fr[14][26] = 0.000000 ,Fi[14][26] = 0.000000
Fr[14][27] = 0.000000 ,Fi[14][27] = 0.000000
Fr[14][28] = 0.000000 ,Fi[14][28] = 0.000000
Fr[14][29] = 0.000000 ,Fi[14][29] = 0.000000
Fr[14][30] = 0.000000 ,Fi[14][30] = 0.000000
Fr[14][31] = 0.000000 ,Fi[14][31] = 0.000000
Fr[15][0] = -0.137311 ,Fi[15][0] = -0.112689
Fr[15][1] = 0.000000 ,Fi[15][1] = 0.000000
Fr[15][2] = 0.000000 ,Fi[15][2] = 0.000000
Fr[15][3] = 0.000000 ,Fi[15][3] = 0.000000
Fr[15][4] = 0.000000 ,Fi[15][4] = 0.000000
Fr[15][5] = 0.000000 ,Fi[15][5] = 0.000000
Fr[15][6] = 0.000000 ,Fi[15][6] = 0.000000
Fr[15][7] = 0.000000 ,Fi[15][7] = 0.000000
Fr[15][8] = 0.000000 ,Fi[15][8] = 0.000000
Fr[15][9] = 0.000000 ,Fi[15][9] = 0.000000
Fr[15][10] = 0.000000 ,Fi[15][10] = 0.000000
Fr[15][11] = 0.000000 ,Fi[15][11] = 0.000000
Fr[15][12] = 0.000000 ,Fi[15][12] = 0.000000
Fr[15][13] = 0.000000 ,Fi[15][13] = 0.000000
Fr[15][14] = 0.000000 ,Fi[15][14] = 0.000000
Fr[15][15] = 0.000000 ,Fi[15][15] = 0.000000
Fr[15][16] = 0.000000 ,Fi[15][16] = 0.000000
Fr[15][17] = 0.000000 ,Fi[15][17] = 0.000000
Fr[15][18] = 0.000000 ,Fi[15][18] = 0.000000
Fr[15][19] = 0.000000 ,Fi[15][19] = 0.000000
Fr[15][20] = 0.000000 ,Fi[15][20] = 0.000000
Fr[15][21] = 0.000000 ,Fi[15][21] = 0.000000
Fr[15][22] = 0.000000 ,Fi[15][22] = 0.000000
Fr[15][23] = 0.000000 ,Fi[15][23] = 0.000000
Fr[15][24] = 0.000000 ,Fi[15][24] = 0.000000
Fr[15][25] = 0.000000 ,Fi[15][25] = 0.000000
Fr[15][26] = 0.000000 ,Fi[15][26] = 0.000000
Fr[15][27] = 0.000000 ,Fi[15][27] = 0.000000
Fr[15][28] = 0.000000 ,Fi[15][28] = 0.000000
Fr[15][29] = 0.000000 ,Fi[15][29] = 0.000000
Fr[15][30] = 0.000000 ,Fi[15][30] = 0.000000
Fr[15][31] = 0.000000 ,Fi[15][31] = 0.000000
Fr[16][0] = -32.000000 ,Fi[16][0] = -32.000000
Fr[16][1] = 0.000000 ,Fi[16][1] = 0.000000
Fr[16][2] = 0.000000 ,Fi[16][2] = 0.000000
Fr[16][3] = 0.000000 ,Fi[16][3] = 0.000000
Fr[16][4] = 0.000000 ,Fi[16][4] = 0.000000
Fr[16][5] = 0.000000 ,Fi[16][5] = 0.000000
Fr[16][6] = 0.000000 ,Fi[16][6] = 0.000000
Fr[16][7] = 0.000000 ,Fi[16][7] = 0.000000
Fr[16][8] = 0.000000 ,Fi[16][8] = 0.000000
Fr[16][9] = 0.000000 ,Fi[16][9] = 0.000000
Fr[16][10] = 0.000000 ,Fi[16][10] = 0.000000
Fr[16][11] = 0.000000 ,Fi[16][11] = 0.000000
Fr[16][12] = 0.000000 ,Fi[16][12] = 0.000000
Fr[16][13] = 0.000000 ,Fi[16][13] = 0.000000
Fr[16][14] = 0.000000 ,Fi[16][14] = 0.000000
Fr[16][15] = 0.000000 ,Fi[16][15] = 0.000000
Fr[16][16] = 0.000000 ,Fi[16][16] = 0.000000
Fr[16][17] = 0.000000 ,Fi[16][17] = 0.000000
Fr[16][18] = 0.000000 ,Fi[16][18] = 0.000000
Fr[16][19] = 0.000000 ,Fi[16][19] = 0.000000
Fr[16][20] = 0.000000 ,Fi[16][20] = 0.000000
Fr[16][21] = 0.000000 ,Fi[16][21] = 0.000000
Fr[16][22] = 0.000000 ,Fi[16][22] = 0.000000
Fr[16][23] = 0.000000 ,Fi[16][23] = 0.000000
Fr[16][24] = 0.000000 ,Fi[16][24] = 0.000000
Fr[16][25] = 0.000000 ,Fi[16][25] = 0.000000
Fr[16][26] = 0.000000 ,Fi[16][26] = 0.000000
Fr[16][27] = 0.000000 ,Fi[16][27] = 0.000000
Fr[16][28] = 0.000000 ,Fi[16][28] = 0.000000
Fr[16][29] = 0.000000 ,Fi[16][29] = 0.000000
Fr[16][30] = 0.000000 ,Fi[16][30] = 0.000000
Fr[16][31] = 0.000000 ,Fi[16][31] = 0.000000
Fr[17][0] = -0.112689 ,Fi[17][0] = -0.137311
Fr[17][1] = 0.000000 ,Fi[17][1] = 0.000000
Fr[17][2] = 0.000000 ,Fi[17][2] = 0.000000
Fr[17][3] = 0.000000 ,Fi[17][3] = 0.000000
Fr[17][4] = 0.000000 ,Fi[17][4] = 0.000000
Fr[17][5] = 0.000000 ,Fi[17][5] = 0.000000
Fr[17][6] = 0.000000 ,Fi[17][6] = 0.000000
Fr[17][7] = 0.000000 ,Fi[17][7] = 0.000000
Fr[17][8] = 0.000000 ,Fi[17][8] = 0.000000
Fr[17][9] = 0.000000 ,Fi[17][9] = 0.000000
Fr[17][10] = 0.000000 ,Fi[17][10] = 0.000000
Fr[17][11] = 0.000000 ,Fi[17][11] = 0.000000
Fr[17][12] = 0.000000 ,Fi[17][12] = 0.000000
Fr[17][13] = 0.000000 ,Fi[17][13] = 0.000000
Fr[17][14] = 0.000000 ,Fi[17][14] = 0.000000
Fr[17][15] = 0.000000 ,Fi[17][15] = 0.000000
Fr[17][16] = 0.000000 ,Fi[17][16] = 0.000000
Fr[17][17] = 0.000000 ,Fi[17][17] = 0.000000
Fr[17][18] = 0.000000 ,Fi[17][18] = 0.000000
Fr[17][19] = 0.000000 ,Fi[17][19] = 0.000000
Fr[17][20] = 0.000000 ,Fi[17][20] = 0.000000
Fr[17][21] = 0.000000 ,Fi[17][21] = 0.000000
Fr[17][22] = 0.000000 ,Fi[17][22] = 0.000000
Fr[17][23] = 0.000000 ,Fi[17][23] = 0.000000
Fr[17][24] = 0.000000 ,Fi[17][24] = 0.000000
Fr[17][25] = 0.000000 ,Fi[17][25] = 0.000000
Fr[17][26] = 0.000000 ,Fi[17][26] = 0.000000
Fr[17][27] = 0.000000 ,Fi[17][27] = 0.000000
Fr[17][28] = 0.000000 ,Fi[17][28] = 0.000000
Fr[17][29] = 0.000000 ,Fi[17][29] = 0.000000
Fr[17][30] = 0.000000 ,Fi[17][30] = 0.000000
Fr[17][31] = 0.000000 ,Fi[17][31] = 0.000000
Fr[18][0] = -0.400544 ,Fi[18][0] = -0.599456
Fr[18][1] = 0.000000 ,Fi[18][1] = 0.000000
Fr[18][2] = 0.000000 ,Fi[18][2] = 0.000000
Fr[18][3] = 0.000000 ,Fi[18][3] = 0.000000
Fr[18][4] = 0.000000 ,Fi[18][4] = 0.000000
Fr[18][5] = 0.000000 ,Fi[18][5] = 0.000000
Fr[18][6] = 0.000000 ,Fi[18][6] = 0.000000
Fr[18][7] = 0.000000 ,Fi[18][7] = 0.000000
Fr[18][8] = 0.000000 ,Fi[18][8] = 0.000000
Fr[18][9] = 0.000000 ,Fi[18][9] = 0.000000
Fr[18][10] = 0.000000 ,Fi[18][10] = 0.000000
Fr[18][11] = 0.000000 ,Fi[18][11] = 0.000000
Fr[18][12] = 0.000000 ,Fi[18][12] = 0.000000
Fr[18][13] = 0.000000 ,Fi[18][13] = 0.000000
Fr[18][14] = 0.000000 ,Fi[18][14] = 0.000000
Fr[18][15] = 0.000000 ,Fi[18][15] = 0.000000
Fr[18][16] = 0.000000 ,Fi[18][16] = 0.000000
Fr[18][17] = 0.000000 ,Fi[18][17] = 0.000000
Fr[18][18] = 0.000000 ,Fi[18][18] = 0.000000
Fr[18][19] = 0.000000 ,Fi[18][19] = 0.000000
Fr[18][20] = 0.000000 ,Fi[18][20] = 0.000000
Fr[18][21] = 0.000000 ,Fi[18][21] = 0.000000
Fr[18][22] = 0.000000 ,Fi[18][22] = 0.000000
Fr[18][23] = 0.000000 ,Fi[18][23] = 0.000000
Fr[18][24] = 0.000000 ,Fi[18][24] = 0.000000
Fr[18][25] = 0.000000 ,Fi[18][25] = 0.000000
Fr[18][26] = 0.000000 ,Fi[18][26] = 0.000000
Fr[18][27] = 0.000000 ,Fi[18][27] = 0.000000
Fr[18][28] = 0.000000 ,Fi[18][28] = 0.000000
Fr[18][29] = 0.000000 ,Fi[18][29] = 0.000000
Fr[18][30] = 0.000000 ,Fi[18][30] = 0.000000
Fr[18][31] = 0.000000 ,Fi[18][31] = 0.000000
Fr[19][0] = -0.087082 ,Fi[19][0] = -0.162918
Fr[19][1] = 0.000000 ,Fi[19][1] = 0.000000
Fr[19][2] = 0.000000 ,Fi[19][2] = 0.000000
Fr[19][3] = 0.000000 ,Fi[19][3] = 0.000000
Fr[19][4] = 0.000000 ,Fi[19][4] = 0.000000
Fr[19][5] = 0.000000 ,Fi[19][5] = 0.000000
Fr[19][6] = 0.000000 ,Fi[19][6] = 0.000000
Fr[19][7] = 0.000000 ,Fi[19][7] = 0.000000
Fr[19][8] = 0.000000 ,Fi[19][8] = 0.000000
Fr[19][9] = 0.000000 ,Fi[19][9] = 0.000000
Fr[19][10] = 0.000000 ,Fi[19][10] = 0.000000
Fr[19][11] = 0.000000 ,Fi[19][11] = 0.000000
Fr[19][12] = 0.000000 ,Fi[19][12] = 0.000000
Fr[19][13] = 0.000000 ,Fi[19][13] = 0.000000
Fr[19][14] = 0.000000 ,Fi[19][14] = 0.000000
Fr[19][15] = 0.000000 ,Fi[19][15] = 0.000000
Fr[19][16] = 0.000000 ,Fi[19][16] = 0.000000
Fr[19][17] = 0.000000 ,Fi[19][17] = 0.000000
Fr[19][18] = 0.000000 ,Fi[19][18] = 0.000000
Fr[19][19] = 0.000000 ,Fi[19][19] = 0.000000
Fr[19][20] = 0.000000 ,Fi[19][20] = 0.000000
Fr[19][21] = 0.000000 ,Fi[19][21] = 0.000000
Fr[19][22] = 0.000000 ,Fi[19][22] = 0.000000
Fr[19][23] = 0.000000 ,Fi[19][23] = 0.000000
Fr[19][24] = 0.000000 ,Fi[19][24] = 0.000000
Fr[19][25] = 0.000000 ,Fi[19][25] = 0.000000
Fr[19][26] = 0.000000 ,Fi[19][26] = 0.000000
Fr[19][27] = 0.000000 ,Fi[19][27] = 0.000000
Fr[19][28] = 0.000000 ,Fi[19][28] = 0.000000
Fr[19][29] = 0.000000 ,Fi[19][29] = 0.000000
Fr[19][30] = 0.000000 ,Fi[19][30] = 0.000000
Fr[19][31] = 0.000000 ,Fi[19][31] = 0.000000
Fr[20][0] = -1.171573 ,Fi[20][0] = -2.828427
Fr[20][1] = 0.000000 ,Fi[20][1] = 0.000000
Fr[20][2] = 0.000000 ,Fi[20][2] = 0.000000
Fr[20][3] = 0.000000 ,Fi[20][3] = 0.000000
Fr[20][4] = 0.000000 ,Fi[20][4] = 0.000000
Fr[20][5] = 0.000000 ,Fi[20][5] = 0.000000
Fr[20][6] = 0.000000 ,Fi[20][6] = 0.000000
Fr[20][7] = 0.000000 ,Fi[20][7] = 0.000000
Fr[20][8] = 0.000000 ,Fi[20][8] = 0.000000
Fr[20][9] = 0.000000 ,Fi[20][9] = 0.000000
Fr[20][10] = 0.000000 ,Fi[20][10] = 0.000000
Fr[20][11] = 0.000000 ,Fi[20][11] = 0.000000
Fr[20][12] = 0.000000 ,Fi[20][12] = 0.000000
Fr[20][13] = 0.000000 ,Fi[20][13] = 0.000000
Fr[20][14] = 0.000000 ,Fi[20][14] = 0.000000
Fr[20][15] = 0.000000 ,Fi[20][15] = 0.000000
Fr[20][16] = 0.000000 ,Fi[20][16] = 0.000000
Fr[20][17] = 0.000000 ,Fi[20][17] = 0.000000
Fr[20][18] = 0.000000 ,Fi[20][18] = 0.000000
Fr[20][19] = 0.000000 ,Fi[20][19] = 0.000000
Fr[20][20] = 0.000000 ,Fi[20][20] = 0.000000
Fr[20][21] = 0.000000 ,Fi[20][21] = 0.000000
Fr[20][22] = 0.000000 ,Fi[20][22] = 0.000000
Fr[20][23] = 0.000000 ,Fi[20][23] = 0.000000
Fr[20][24] = 0.000000 ,Fi[20][24] = 0.000000
Fr[20][25] = 0.000000 ,Fi[20][25] = 0.000000
Fr[20][26] = 0.000000 ,Fi[20][26] = 0.000000
Fr[20][27] = 0.000000 ,Fi[20][27] = 0.000000
Fr[20][28] = 0.000000 ,Fi[20][28] = 0.000000
Fr[20][29] = 0.000000 ,Fi[20][29] = 0.000000
Fr[20][30] = 0.000000 ,Fi[20][30] = 0.000000
Fr[20][31] = 0.000000 ,Fi[20][31] = 0.000000
Fr[21][0] = -0.058186 ,Fi[21][0] = -0.191814
Fr[21][1] = 0.000000 ,Fi[21][1] = 0.000000
Fr[21][2] = 0.000000 ,Fi[21][2] = 0.000000
Fr[21][3] = 0.000000 ,Fi[21][3] = 0.000000
Fr[21][4] = 0.000000 ,Fi[21][4] = 0.000000
Fr[21][5] = 0.000000 ,Fi[21][5] = 0.000000
Fr[21][6] = 0.000000 ,Fi[21][6] = 0.000000
Fr[21][7] = 0.000000 ,Fi[21][7] = 0.000000
Fr[21][8] = 0.000000 ,Fi[21][8] = 0.000000
Fr[21][9] = 0.000000 ,Fi[21][9] = 0.000000
Fr[21][10] = 0.000000 ,Fi[21][10] = 0.000000
Fr[21][11] = 0.000000 ,Fi[21][11] = 0.000000
Fr[21][12] = 0.000000 ,Fi[21][12] = 0.000000
Fr[21][13] = 0.000000 ,Fi[21][13] = 0.000000
Fr[21][14] = 0.000000 ,Fi[21][14] = 0.000000
Fr[21][15] = 0.000000 ,Fi[21][15] = 0.000000
Fr[21][16] = 0.000000 ,Fi[21][16] = 0.000000
Fr[21][17] = 0.000000 ,Fi[21][17] = 0.000000
Fr[21][18] = 0.000000 ,Fi[21][18] = 0.000000
Fr[21][19] = 0.000000 ,Fi[21][19] = 0.000000
Fr[21][20] = 0.000000 ,Fi[21][20] = 0.000000
Fr[21][21] = 0.000000 ,Fi[21][21] = 0.000000
Fr[21][22] = 0.000000 ,Fi[21][22] = 0.000000
Fr[21][23] = 0.000000 ,Fi[21][23] = 0.000000
Fr[21][24] = 0.000000 ,Fi[21][24] = 0.000000
Fr[21][25] = 0.000000 ,Fi[21][25] = 0.000000
Fr[21][26] = 0.000000 ,Fi[21][26] = 0.000000
Fr[21][27] = 0.000000 ,Fi[21][27] = 0.000000
Fr[21][28] = 0.000000 ,Fi[21][28] = 0.000000
Fr[21][29] = 0.000000 ,Fi[21][29] = 0.000000
Fr[21][30] = 0.000000 ,Fi[21][30] = 0.000000
Fr[21][31] = 0.000000 ,Fi[21][31] = 0.000000
Fr[22][0] = -0.165911 ,Fi[22][0] = -0.834089
Fr[22][1] = 0.000000 ,Fi[22][1] = 0.000000
Fr[22][2] = 0.000000 ,Fi[22][2] = 0.000000
Fr[22][3] = 0.000000 ,Fi[22][3] = 0.000000
Fr[22][4] = 0.000000 ,Fi[22][4] = 0.000000
Fr[22][5] = 0.000000 ,Fi[22][5] = 0.000000
Fr[22][6] = 0.000000 ,Fi[22][6] = 0.000000
Fr[22][7] = 0.000000 ,Fi[22][7] = 0.000000
Fr[22][8] = 0.000000 ,Fi[22][8] = 0.000000
Fr[22][9] = 0.000000 ,Fi[22][9] = 0.000000
Fr[22][10] = 0.000000 ,Fi[22][10] = 0.000000
Fr[22][11] = 0.000000 ,Fi[22][11] = 0.000000
Fr[22][12] = 0.000000 ,Fi[22][12] = 0.000000
Fr[22][13] = 0.000000 ,Fi[22][13] = 0.000000
Fr[22][14] = 0.000000 ,Fi[22][14] = 0.000000
Fr[22][15] = 0.000000 ,Fi[22][15] = 0.000000
